Entry	Reviewed	Protein names	Gene Names	Organism	Length	InterPro	Pfam	Domain [CC]	Domain [FT]	Region
A0A375YDY3	unreviewed	Putative transcriptional regulatory protein (Possibly TetR-family) [Mycobacterium tuberculosis H37Rv]	MPP7335_01072	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	233	IPR009057;IPR050109;IPR001647;IPR041490;IPR036271;	PF17932;PF00440;		DOMAIN 18..78; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A0A375YDY4	unreviewed	Putative acyl-CoA dehydrogenase FadE2 [Mycobacterium tuberculosis H37Rv]	MPP7335_01058	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	422	IPR050741;IPR006091;IPR046373;IPR036250;IPR009075;IPR037069;IPR009100;	PF00441;PF02770;		DOMAIN 128..228; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 240..392; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A0A375YDY7	unreviewed	Mce-family protein Mce2D [Mycobacterium tuberculosis H37Rv]	MPP7335_01083	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	543	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 45..120; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 127..290; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	REGION 458..543; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YDZ2	unreviewed	Mce-family protein Mce1C [Mycobacterium tuberculosis H37Rv]	MPP7335_01082	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	523	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 39..112; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 150..296; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	REGION 404..523; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YDZ9	unreviewed	Putative Mce-family lipoprotein LprL (Mce-family lipoprotein Mce2E) [Mycobacterium tuberculosis H37Rv]	MPP7335_01084	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	381	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 45..118; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 125..290; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	REGION 362..381; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YE07	unreviewed	Phosphotyrosine protein phosphatase PTPB (Protein-tyrosine-phosphatase) (PTPase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01057	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	266	IPR029021;IPR026893;IPR000387;	PF13350;		DOMAIN 132..193; /note="Tyrosine specific protein phosphatases"; /evidence="ECO:0000259|PROSITE:PS50056"	
A0A375YE16	unreviewed	Mce-family protein Mce2A [Mycobacterium tuberculosis H37Rv]	MPP7335_01080	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	405	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 46..122; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 129..348; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	
A0A375YE24	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01109	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	240	IPR029016;IPR050707;IPR014757;IPR005471;IPR036388;IPR036390;	PF09339;PF01614;		DOMAIN 20..81; /note="HTH iclR-type"; /evidence="ECO:0000259|PROSITE:PS51077"; DOMAIN 82..240; /note="IclR-ED"; /evidence="ECO:0000259|PROSITE:PS51078"	
A0A375YE45	unreviewed	Putative oxidoreductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01110	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	444	IPR016166;IPR036318;IPR016167;IPR016169;IPR050416;IPR006094;IPR006093;	PF01565;		DOMAIN 29..200; /note="FAD-binding PCMH-type"; /evidence="ECO:0000259|PROSITE:PS51387"	
A0A375YEE5	unreviewed	Putative esterase LipO [Mycobacterium tuberculosis H37Rv]	MPP7335_01242	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	418	IPR029058;IPR049492;IPR050300;	PF20434;		DOMAIN 165..360; /note="BD-FAE-like"; /evidence="ECO:0000259|Pfam:PF20434"	
A0A375YEF8	unreviewed	Putative fatty-acid-CoA ligase FadD4 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01229	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	506	IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;	PF00501;PF13193;		DOMAIN 5..359; /note="AMP-dependent synthetase/ligase"; /evidence="ECO:0000259|Pfam:PF00501"; DOMAIN 417..495; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF13193"	
A0A375YEG0	unreviewed	Putative methanol dehydrogenase transcriptional regulatory protein MoxR3 [Mycobacterium tuberculosis H37Rv]	MPP7335_01201	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	317	IPR011703;IPR050764;IPR041628;IPR027417;	PF07726;PF17863;		DOMAIN 41..170; /note="ATPase AAA-3"; /evidence="ECO:0000259|Pfam:PF07726"; DOMAIN 235..306; /note="ChlI/MoxR AAA lid"; /evidence="ECO:0000259|Pfam:PF17863"	
A0A375YEG5	unreviewed	Putative esterase LipC [Mycobacterium tuberculosis H37Rv]	MPP7335_01238	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	406	IPR029058;IPR049492;IPR019826;IPR050300;	PF20434;		DOMAIN 146..351; /note="BD-FAE-like"; /evidence="ECO:0000259|Pfam:PF20434"	
A0A375YEJ1	unreviewed	Putative integral membrane acyltransferase [Mycobacterium tuberculosis H37Rv]	MPP7335_01259	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	390	IPR002656;IPR050879;	PF01757;		DOMAIN 18..349; /note="Acyltransferase 3"; /evidence="ECO:0000259|Pfam:PF01757"	
A0A375YEJ3	unreviewed	Putative 3-oxoacyl-[acyl-carrier protein] reductase FabG4 (3-ketoacyl-acyl carrier protein reductase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01268	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	469	IPR057326;IPR036291;IPR020904;IPR002347;	PF13561;		DOMAIN 226..406; /note="Ketoreductase"; /evidence="ECO:0000259|SMART:SM00822"	
A0A375YEJ5	unreviewed	Putative esterase LipW [Mycobacterium tuberculosis H37Rv]	MPP7335_01236	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	301	IPR013094;IPR029058;IPR050300;	PF07859;		DOMAIN 72..271; /note="Alpha/beta hydrolase fold-3"; /evidence="ECO:0000259|Pfam:PF07859"	
A0A375YEJ9	unreviewed	Iron-regulated universal stress protein family protein TB15.3 [Mycobacterium tuberculosis H37Rv]	MPP7335_01292	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	150	IPR014729;IPR006015;IPR006016;	PF00582;		DOMAIN 4..146; /note="UspA"; /evidence="ECO:0000259|Pfam:PF00582"	REGION 45..64; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YEK1	unreviewed	PPE family protein PPE63 [Mycobacterium tuberculosis H37Rv]	MPP7335_01278	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	376	IPR048159;IPR013228;	PF08237;		DOMAIN 76..321; /note="PE-PPE"; /evidence="ECO:0000259|Pfam:PF08237"	
A0A375YEK3	unreviewed	Putative acetyl-CoA acyltransferase FadA2 (3-ketoacyl-CoA thiolase) (Beta-ketothiolase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01269	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	433	IPR050521;IPR002155;IPR016039;IPR020617;IPR020616;	PF02803;PF00108;		DOMAIN 10..278; /note="Thiolase N-terminal"; /evidence="ECO:0000259|Pfam:PF00108"; DOMAIN 288..432; /note="Thiolase C-terminal"; /evidence="ECO:0000259|Pfam:PF02803"	
A0A375YEL5	unreviewed	Putative periplasmic iron-transport lipoprotein [Mycobacterium tuberculosis H37Rv]	MPP7335_01304	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	302	IPR002491;IPR051313;IPR006311;IPR019546;	PF01497;		DOMAIN 55..302; /note="Fe/B12 periplasmic-binding"; /evidence="ECO:0000259|PROSITE:PS50983"	
A0A375YEN0	unreviewed	Putative transcriptional regulatory protein (Probably TetR-family) [Mycobacterium tuberculosis H37Rv] (TetR family transcriptional regulator)	MPP7335_01265 MPRF_10460	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	209	IPR054129;IPR009057;IPR050109;IPR001647;IPR036271;	PF21943;PF00440;		DOMAIN 11..71; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A0A375YEN1	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01299	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	380	IPR036108;IPR003754;IPR001867;IPR016032;IPR039793;IPR036388;	PF02602;PF00486;		DOMAIN 281..374; /note="OmpR/PhoB-type"; /evidence="ECO:0000259|PROSITE:PS51755"	
A0A375YEN3	unreviewed	Putative oxidoreductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01281	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	166	IPR002563;IPR050268;IPR012349;	PF01613;		DOMAIN 20..163; /note="Flavin reductase like"; /evidence="ECO:0000259|SMART:SM00903"	
A0A375YEN8	unreviewed	Aminoglycoside 2'-N-acetyltransferase Aac (Aac(2')-IC) [Mycobacterium tuberculosis H37Rv]	MPP7335_01300	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	180	IPR016181;IPR000182;	PF00583;		DOMAIN 6..141; /note="N-acetyltransferase"; /evidence="ECO:0000259|PROSITE:PS51186"	
A0A375YEQ4	unreviewed	Putative nitrite reductase [NAD(P)H] small subunit NirD [Mycobacterium tuberculosis H37Rv]	MPP7335_01296	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	115	IPR017881;IPR012748;IPR036922;	PF13806;		DOMAIN 10..113; /note="Rieske-like [2Fe-2S]"; /evidence="ECO:0000259|Pfam:PF13806"	
A0A375YEV5	unreviewed	Putative transcriptional regulatory protein (Possibly TetR-family) [Mycobacterium tuberculosis H37Rv]	MPP7335_01392	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	209	IPR009057;IPR050624;IPR001647;			DOMAIN 20..81; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A0A375YEW1	unreviewed	Putative anti-anti-sigma factor [Mycobacterium tuberculosis H37Rv]	MPP7335_01380	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	135	IPR002645;IPR036513;	PF01740;		DOMAIN 15..103; /note="STAS"; /evidence="ECO:0000259|Pfam:PF01740"	
A0A375YEW5	unreviewed	Putative acyl-CoA dehydrogenase FadE6 [Mycobacterium tuberculosis H37Rv]	MPP7335_01388	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	727	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 6..97; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 217..335; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"; DOMAIN 377..465; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 469..557; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 575..721; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A0A375YEX6	unreviewed	PPE family protein PPE4 [Mycobacterium tuberculosis H37Rv]	MPP7335_01398	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	519	IPR043641;IPR000030;IPR038332;	PF00823;PF18878;		DOMAIN 1..162; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"; DOMAIN 454..500; /note="PPE-PPW subfamily C-terminal"; /evidence="ECO:0000259|Pfam:PF18878"	REGION 311..341; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 384..519; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YEZ1	unreviewed	Putative sulfatase [Mycobacterium tuberculosis H37Rv]	MPP7335_01410	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	457	IPR017850;IPR024607;IPR000917;	PF00884;		DOMAIN 8..280; /note="Sulfatase N-terminal"; /evidence="ECO:0000259|Pfam:PF00884"	
A0A375YF18	unreviewed	Putative oxidoreductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01427	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	423	IPR002938;IPR036188;IPR050631;	PF01494;		DOMAIN 20..340; /note="FAD-binding"; /evidence="ECO:0000259|Pfam:PF01494"	
A0A375YF28	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01437	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	181	IPR009057;IPR001647;	PF00440;		DOMAIN 14..74; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A0A375YF40	unreviewed	Putative beta-1,3-glucanase [Mycobacterium tuberculosis H37Rv]	MPP7335_01431	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	278	IPR013320;IPR000757;IPR050546;	PF00722;		DOMAIN 23..278; /note="GH16"; /evidence="ECO:0000259|PROSITE:PS51762"	
A0A375YF50	unreviewed	Putative cytochrome P450 144 Cyp144 [Mycobacterium tuberculosis H37Rv]	MPP7335_01436	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	404	IPR001128;IPR002397;IPR017972;IPR036396;	PF00067;			
A0A375YF55	unreviewed	Isoniazid inducible gene protein IniA [Mycobacterium tuberculosis H37Rv]	MPP7335_01471	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	606	IPR045063;IPR027417;IPR051943;	PF00350;		DOMAIN 48..197; /note="Dynamin N-terminal"; /evidence="ECO:0000259|Pfam:PF00350"	
A0A375YF68	unreviewed	Putative iron-sulfur-binding reductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01466	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	1059	IPR017896;IPR017900;IPR004017;IPR051460;IPR009051;	PF02754;PF13187;		DOMAIN 289..319; /note="4Fe-4S ferredoxin-type"; /evidence="ECO:0000259|PROSITE:PS51379"; DOMAIN 397..429; /note="4Fe-4S ferredoxin-type"; /evidence="ECO:0000259|PROSITE:PS51379"	REGION 342..381; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 750..1059; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YF74	unreviewed	Isoniazid inducible gene protein IniC [Mycobacterium tuberculosis H37Rv]	MPP7335_01472	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	498	IPR045063;IPR027417;IPR051943;	PF00350;		DOMAIN 48..94; /note="Dynamin N-terminal"; /evidence="ECO:0000259|Pfam:PF00350"	
A0A375YF80	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01467	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	832	IPR027417;IPR016032;IPR000792;IPR036388;	PF00196;		DOMAIN 758..823; /note="HTH luxR-type"; /evidence="ECO:0000259|PROSITE:PS50043"	REGION 733..766; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YF88	unreviewed	Putative RNA methyltransferase (RNA methylase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01500	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	218	IPR029028;IPR051259;IPR001537;IPR029026;	PF00588;		DOMAIN 69..205; /note="tRNA/rRNA methyltransferase SpoU type"; /evidence="ECO:0000259|Pfam:PF00588"	REGION 1..29; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YFA4	unreviewed	Putative mutator protein MutT3 (7,8-dihydro-8-oxoguanine-triphosphatase) (8-oxo-dGTPase) (dGTP pyrophosphohydrolase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01545	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	176	IPR020476;IPR015797;IPR020084;IPR000086;	PF00293;		DOMAIN 32..161; /note="Nudix hydrolase"; /evidence="ECO:0000259|PROSITE:PS51462"	
A0A375YFB4	unreviewed	Putative epoxide hydrolase EphC (Epoxide hydratase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01553	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	303	IPR000073;IPR029058;IPR000639;	PF00561;		DOMAIN 28..285; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF00561"	
A0A375YFB5	unreviewed	Putative lipoprotein aminopeptidase LpqL [Mycobacterium tuberculosis H37Rv]	MPP7335_01555	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	488	IPR045175;IPR041756;IPR046450;IPR003137;IPR007484;	PF02225;PF04389;		DOMAIN 136..214; /note="PA"; /evidence="ECO:0000259|Pfam:PF02225"; DOMAIN 243..463; /note="Peptidase M28"; /evidence="ECO:0000259|Pfam:PF04389"	
A0A375YFC0	unreviewed	Putative lipoprotein aminopeptidase LpqL [Mycobacterium tuberculosis H37Rv]	MPP7335_01554	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	504	IPR045175;IPR041756;IPR046450;IPR003137;IPR007484;	PF02225;PF04389;		DOMAIN 141..232; /note="PA"; /evidence="ECO:0000259|Pfam:PF02225"; DOMAIN 256..476; /note="Peptidase M28"; /evidence="ECO:0000259|Pfam:PF04389"	
A0A375YFF9	unreviewed	Putative transmembrane protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01595	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	166	IPR005182;	PF03703;		DOMAIN 76..153; /note="YdbS-like PH"; /evidence="ECO:0000259|Pfam:PF03703"	
A0A375YFH1	unreviewed	Putative transcriptional regulatory protein (Possibly TetR-family) [Mycobacterium tuberculosis H37Rv]	MPP7335_01604	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	183	IPR009057;IPR050109;IPR001647;IPR036271;IPR049445;	PF21597;PF00440;		DOMAIN 10..69; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A0A375YFJ0	unreviewed	Putative transmembrane protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01596	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	493	IPR014529;IPR005182;	PF03703;		DOMAIN 59..137; /note="YdbS-like PH"; /evidence="ECO:0000259|Pfam:PF03703"	
A0A375YFJ2	unreviewed	Putative peptidase [Mycobacterium tuberculosis H37Rv]	MPP7335_01624	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	679	IPR029058;IPR023302;IPR001375;IPR002470;IPR051167;	PF00326;PF02897;		DOMAIN 8..396; /note="Peptidase S9A N-terminal"; /evidence="ECO:0000259|Pfam:PF02897"; DOMAIN 474..676; /note="Peptidase S9 prolyl oligopeptidase catalytic"; /evidence="ECO:0000259|Pfam:PF00326"	
A0A375YFL4	unreviewed	3-hydroxybutyryl-CoA dehydrogenase FadB2 (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD) [Mycobacterium tuberculosis H37Rv]	MPP7335_01645	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	284	IPR022694;IPR006176;IPR006108;IPR008927;IPR013328;IPR036291;	PF00725;PF02737;		DOMAIN 6..185; /note="3-hydroxyacyl-CoA dehydrogenase NAD binding"; /evidence="ECO:0000259|Pfam:PF02737"; DOMAIN 188..284; /note="3-hydroxyacyl-CoA dehydrogenase C-terminal"; /evidence="ECO:0000259|Pfam:PF00725"	
A0A375YFM8	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01664	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	437	IPR043129;IPR000600;IPR036388;IPR036390;	PF00480;			
A0A375YFN6	unreviewed	Putative short-chain type oxidoreductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01663	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	252	IPR036291;IPR002347;	PF00106;			
A0A375YFP1	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01642	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	478	IPR050807;IPR001387;IPR026281;IPR010359;IPR010982;IPR018653;	PF01381;PF06114;PF09856;		DOMAIN 10..64; /note="HTH cro/C1-type"; /evidence="ECO:0000259|PROSITE:PS50943"	
A0A375YFP3	unreviewed	Putative transcriptional regulatory protein [Mycobacterium tuberculosis H37Rv]	MPP7335_01650	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	175	IPR050807;IPR001387;IPR010982;	PF01381;		DOMAIN 25..79; /note="HTH cro/C1-type"; /evidence="ECO:0000259|PROSITE:PS50943"	REGION 125..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A0A375YFR8	unreviewed	Putative cytochrome C-type biogenesis protein CcsA [Mycobacterium tuberculosis H37Rv]	MPP7335_01704	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	321	IPR002541;IPR017562;IPR045062;	PF01578;		DOMAIN 106..315; /note="Cytochrome c assembly protein"; /evidence="ECO:0000259|Pfam:PF01578"	
A0A375YFR9	unreviewed	Putative thioredoxin protein (Thiol-disulfide interchange protein) [Mycobacterium tuberculosis H37Rv]	MPP7335_01701	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	200	IPR000866;IPR036249;IPR017937;IPR013766;IPR050553;	PF00578;		DOMAIN 51..198; /note="Thioredoxin"; /evidence="ECO:0000259|PROSITE:PS51352"	
A0A375YFT8	unreviewed	Putative O-succinylbenzoic acid--CoA ligase MenE (OSB-CoA synthetase) (O-succinylbenzoate-CoA synthase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01724	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	354	IPR025110;IPR045851;IPR000873;IPR042099;IPR050237;	PF00501;PF13193;		DOMAIN 31..216; /note="AMP-dependent synthetase/ligase"; /evidence="ECO:0000259|Pfam:PF00501"; DOMAIN 266..340; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF13193"	
A0A375YFV4	unreviewed	Putative oxidoreductase [Mycobacterium tuberculosis H37Rv]	MPP7335_01731	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	293	IPR036291;IPR002347;	PF00106;			
A0A375YFV9	unreviewed	Putative fatty-acid-CoA ligase FadD8 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase) [Mycobacterium tuberculosis H37Rv]	MPP7335_01744	Mycolicibacterium parafortuitum (Mycobacterium parafortuitum)	580	IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;IPR050237;	PF00501;PF13193;		DOMAIN 65..429; /note="AMP-dependent synthetase/ligase"; /evidence="ECO:0000259|Pfam:PF00501"; DOMAIN 479..561; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF13193"	REGION 1..54; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
