gene_id,locus_tag,gene_name,cds_length,wt_logprob,mut_logprob,delta_ll
Rv2311,Rv2311,NA,522,-0.9296875,-0.88671875,0.04296875
Rv2312,Rv2312,NA,267,-0.88671875,-0.87109375,0.015625
Rv2313c,Rv2313c,NA,852,-0.828125,-0.80078125,0.02734375
Rv2314c,Rv2314c,NA,1371,-0.75390625,-0.7578125,-0.00390625
Rv2315c,Rv2315c,NA,1515,-0.67578125,-0.72265625,-0.046875
Rv2316,Rv2316,uspA,870,-0.57421875,-0.609375,-0.03515625
Rv2317,Rv2317,uspB,822,-0.5703125,-0.6015625,-0.03125
Rv2318,Rv2318,uspC,1320,-0.6015625,-0.62890625,-0.02734375
Rv2319c,Rv2319c,NA,876,-0.609375,-0.61328125,-0.00390625
Rv2320c,Rv2320c,rocE,1428,-0.640625,-0.6640625,-0.0234375
Rv2323c,Rv2323c,NA,906,-0.66796875,-0.68359375,-0.015625
Rv2324,Rv2324,NA,444,-0.69921875,-0.7109375,-0.01171875
Rv2325c,Rv2325c,NA,846,-0.7421875,-0.7421875,0
Rv2326c,Rv2326c,NA,2091,-0.8046875,-0.796875,0.0078125
Rv2327,Rv2327,NA,489,-0.82421875,-0.82421875,0
Rv2328,Rv2328,PE23,1146,-0.8359375,-0.76953125,0.06640625
Rv2329c,Rv2329c,narK1,1545,-0.85546875,-0.80859375,0.046875
Rv2330c,Rv2330c,lppP,525,-0.91015625,-0.88671875,0.0234375
Rv2331,Rv2331,NA,384,-0.94140625,-0.91015625,0.03125
Rv2331A,Rv2331A,NA,336,-0.91796875,-0.89453125,0.0234375
Rv2332,Rv2332,mez,1644,-0.8828125,-0.859375,0.0234375
Rv2333c,Rv2333c,stp,1611,-0.9453125,-0.8671875,0.078125
Rv2334,Rv2334,cysK1,930,-0.9453125,-0.93359375,0.01171875
Rv2335,Rv2335,cysE,687,-0.984375,-0.9609375,0.0234375
Rv2336,Rv2336,NA,966,-0.99609375,-0.91015625,0.0859375
Rv2337c,Rv2337c,NA,1116,-0.9921875,-0.890625,0.1015625
Rv2338c,Rv2338c,moeW,954,-0.984375,-0.92578125,0.05859375
Rv2339,Rv2339,mmpL9,2886,-0.99609375,-0.8984375,0.09765625
Rv2340c,Rv2340c,PE_PGRS39,1239,-0.8828125,-0.80078125,0.08203125
Rv2341,Rv2341,lppQ,417,-0.77734375,-0.75390625,0.0234375
Rv2342,Rv2342,NA,255,-0.77734375,-0.78515625,-0.0078125
Rv2343c,Rv2343c,dnaG,1917,-0.7421875,-0.7578125,-0.015625
Rv2344c,Rv2344c,dgt,1293,-0.7578125,-0.765625,-0.0078125
Rv2345,Rv2345,NA,1980,-0.6953125,-0.68359375,0.01171875
Rv2346c,Rv2346c,esxO,282,-0.70703125,-0.72265625,-0.015625
Rv2347c,Rv2347c,esxP,294,-0.73046875,-0.75390625,-0.0234375
Rv2348c,Rv2348c,NA,324,-0.7421875,-0.72265625,0.01953125
Rv2349c,Rv2349c,plcC,1524,-0.77734375,-0.7578125,0.01953125
Rv2350c,Rv2350c,plcB,1536,-0.82421875,-0.80859375,0.015625
Rv2351c,Rv2351c,plcA,1536,-0.84765625,-0.828125,0.01953125
Rv2352c,Rv2352c,PPE38,1173,-0.83984375,-0.7890625,0.05078125
Rv2353c,Rv2353c,PPE39,1062,-0.828125,-0.77734375,0.05078125
Rv2357c,Rv2357c,glyS,1389,-0.60546875,-0.65234375,-0.046875
Rv2358,Rv2358,smtB,405,-0.60546875,-0.625,-0.01953125
Rv2359,Rv2359,zur,390,-0.55859375,-0.5859375,-0.02734375
Rv2360c,Rv2360c,NA,426,-0.53125,-0.5546875,-0.0234375
Rv2361c,Rv2361c,NA,888,-0.53515625,-0.58984375,-0.0546875
Rv2362c,Rv2362c,recO,795,-0.515625,-0.5703125,-0.0546875
Rv2363,Rv2363,amiA2,1452,-0.5,-0.55859375,-0.05859375
Rv2364c,Rv2364c,era,900,-0.54296875,-0.578125,-0.03515625
Rv2365c,Rv2365c,NA,339,-0.55078125,-0.5703125,-0.01953125
Rv2366c,Rv2366c,NA,1305,-0.609375,-0.6484375,-0.0390625
Rv2367c,Rv2367c,NA,546,-0.62109375,-0.65625,-0.03515625
Rv2368c,Rv2368c,phoH1,1056,-0.6015625,-0.6484375,-0.046875
Rv2369c,Rv2369c,NA,300,-0.62890625,-0.625,0.00390625
Rv2370c,Rv2370c,NA,1311,-0.609375,-0.58984375,0.01953125
Rv2371,Rv2371,PE_PGRS40,183,-0.64453125,-0.640625,0.00390625
Rv2372c,Rv2372c,NA,786,-0.65625,-0.66796875,-0.01171875
Rv2373c,Rv2373c,dnaJ2,1146,-0.64453125,-0.68359375,-0.0390625
Rv2374c,Rv2374c,hrcA,1029,-0.6796875,-0.71484375,-0.03515625
Rv2375,Rv2375,NA,315,-0.66015625,-0.67578125,-0.015625
Rv2376c,Rv2376c,cfp2,504,-0.64453125,-0.6484375,-0.00390625
Rv2377c,Rv2377c,NA,213,-0.5859375,-0.60546875,-0.01953125
Rv2378c,Rv2378c,mbtG,1293,-0.609375,-0.64453125,-0.03515625
Rv2379c,Rv2379c,mbtF,4383,-0.640625,-0.62890625,0.01171875
Rv2380c,Rv2380c,mbtE,5046,-0.71875,-0.69140625,0.02734375
Rv2381c,Rv2381c,mbtD,3012,-0.7109375,-0.63671875,0.07421875
Rv2382c,Rv2382c,mbtC,1332,-0.7421875,-0.75390625,-0.01171875
Rv2383c,Rv2383c,mbtB,4242,-0.72265625,-0.6796875,0.04296875
Rv2384,Rv2384,mbtA,1695,-0.75390625,-0.73828125,0.015625
Rv2385,Rv2385,mbtJ,918,-0.734375,-0.71875,0.015625
Rv2386c,Rv2386c,mbtI,1350,-0.74609375,-0.7421875,0.00390625
Rv2386a,Rv2386a,NA,207,-0.80859375,-0.80078125,0.0078125
Rv2387,Rv2387,NA,1251,-0.75,-0.74609375,0.00390625
Rv2388c,Rv2388c,hemN,1125,-0.70703125,-0.7109375,-0.00390625
Rv2389c,Rv2389c,rpfD,462,-0.73046875,-0.71484375,0.015625
Rv2390c,Rv2390c,NA,555,-0.734375,-0.71484375,0.01953125
Rv2391,Rv2391,sirA,1689,-0.67578125,-0.72265625,-0.046875
Rv2392,Rv2392,cysH,762,-0.69140625,-0.71484375,-0.0234375
Rv2393,Rv2393,che1,843,-0.70703125,-0.703125,0.00390625
Rv2394,Rv2394,ggtB,1929,-0.73046875,-0.72265625,0.0078125
Rv2395,Rv2395,NA,2001,-0.69140625,-0.671875,0.01953125
Rv2395A,Rv2395A,aprA,213,-0.6875,-0.68359375,0.00390625
Rv2395B,Rv2395B,aprB,162,-0.7109375,-0.70703125,0.00390625
Rv2396,Rv2396,PE_PGRS41,1083,-0.70703125,-0.67578125,0.03125
Rv2397c,Rv2397c,cysA1,1053,-0.7265625,-0.73828125,-0.01171875
Rv2398c,Rv2398c,cysW,816,-0.67578125,-0.69921875,-0.0234375
Rv2399c,Rv2399c,cysT,849,-0.65625,-0.68359375,-0.02734375
Rv2400c,Rv2400c,subI,1068,-0.62109375,-0.6484375,-0.02734375
Rv2401,Rv2401,NA,327,-0.5703125,-0.57421875,-0.00390625
Rv2401A,Rv2401A,NA,201,-0.5625,-0.578125,-0.015625
Rv2402,Rv2402,NA,1926,-0.55859375,-0.63671875,-0.078125
Rv2403c,Rv2403c,lppR,753,-0.6015625,-0.58203125,0.01953125
Rv2404c,Rv2404c,lepA,1959,-0.6640625,-0.70703125,-0.04296875
Rv2405,Rv2405,NA,567,-0.65234375,-0.6640625,-0.01171875
Rv2406c,Rv2406c,NA,426,-0.66015625,-0.6796875,-0.01953125
Rv2407,Rv2407,NA,819,-0.64453125,-0.6484375,-0.00390625
Rv2408,Rv2408,PE24,972,-0.61328125,-0.6015625,0.01171875
Rv2409c,Rv2409c,NA,837,-0.62109375,-0.64453125,-0.0234375
Rv2410c,Rv2410c,NA,975,-0.65625,-0.69921875,-0.04296875
Rv2411c,Rv2411c,NA,1653,-0.69921875,-0.7265625,-0.02734375
Rv2412,Rv2412,rpsT,258,-0.66796875,-0.69140625,-0.0234375
Rv2413c,Rv2413c,NA,948,-0.66796875,-0.69140625,-0.0234375
Rv2414c,Rv2414c,NA,1542,-0.6875,-0.6796875,0.0078125
Rv2415c,Rv2415c,NA,891,-0.6796875,-0.68359375,-0.00390625
Rv2416c,Rv2416c,eis,1206,-0.71875,-0.6875,0.03125
Rv2417c,Rv2417c,NA,840,-0.765625,-0.76171875,0.00390625
Rv2418c,Rv2418c,NA,741,-0.796875,-0.8125,-0.015625
Rv2419c,Rv2419c,gpgP,669,-0.80078125,-0.8125,-0.01171875
Rv2420c,Rv2420c,NA,378,-0.79296875,-0.80859375,-0.015625
Rv2421c,Rv2421c,nadD,633,-0.7421875,-0.7578125,-0.015625
Rv2422,Rv2422,NA,270,-0.70703125,-0.69921875,0.0078125
Rv2423,Rv2423,NA,1044,-0.640625,-0.64453125,-0.00390625
Rv2424c,Rv2424c,NA,999,-0.62890625,-0.62890625,0
Rv2425c,Rv2425c,NA,1440,-0.66796875,-0.70703125,-0.0390625
Rv2426c,Rv2426c,NA,873,-0.7109375,-0.74609375,-0.03515625
Rv2427c,Rv2427c,proA,1245,-0.7578125,-0.7734375,-0.015625
Rv2428,Rv2428,ahpC,585,-0.7421875,-0.76171875,-0.01953125
Rv2429,Rv2429,ahpD,531,-0.765625,-0.7734375,-0.0078125
Rv2430c,Rv2430c,PPE41,582,-0.765625,-0.73828125,0.02734375
Rv2431c,Rv2431c,PE25,297,-0.796875,-0.7890625,0.0078125
Rv2432c,Rv2432c,NA,408,-0.8125,-0.78515625,0.02734375
Rv2433c,Rv2433c,NA,288,-0.8515625,-0.8359375,0.015625
Rv2434c,Rv2434c,NA,1443,-0.86328125,-0.83203125,0.03125
Rv2435c,Rv2435c,NA,2190,-0.78125,-0.7734375,0.0078125
Rv2436,Rv2436,rbsK,912,-0.69140625,-0.6796875,0.01171875
Rv2437,Rv2437,NA,417,-0.69921875,-0.6953125,0.00390625
Rv2438c,Rv2438c,nadE,2037,-0.6640625,-0.69921875,-0.03515625
Rv2438A,Rv2438A,NA,276,-0.66015625,-0.6640625,-0.00390625
Rv2439c,Rv2439c,proB,1128,-0.64453125,-0.66796875,-0.0234375
Rv2440c,Rv2440c,obg,1437,-0.59765625,-0.6328125,-0.03515625
Rv2441c,Rv2441c,rpmA,258,-0.5859375,-0.609375,-0.0234375
Rv2442c,Rv2442c,rplU,312,-0.58984375,-0.6171875,-0.02734375
Rv2443,Rv2443,dctA,1473,-0.625,-0.62890625,-0.00390625
Rv2444c,Rv2444c,rne,2859,-0.59375,-0.609375,-0.015625
Rv2445c,Rv2445c,ndkA,408,-0.5625,-0.6015625,-0.0390625
Rv2446c,Rv2446c,NA,369,-0.55859375,-0.5703125,-0.01171875
Rv2447c,Rv2447c,folC,1461,-0.5546875,-0.59765625,-0.04296875
Rv2448c,Rv2448c,valS,2628,-0.61328125,-0.66796875,-0.0546875
Rv2449c,Rv2449c,NA,1257,-0.578125,-0.60546875,-0.02734375
Rv2450c,Rv2450c,rpfE,516,-0.5859375,-0.59375,-0.0078125
Rv2451,Rv2451,NA,396,-0.578125,-0.56640625,0.01171875
Rv2452c,Rv2452c,NA,144,-0.6171875,-0.61328125,0.00390625
Rv2453c,Rv2453c,mobA,603,-0.62890625,-0.6328125,-0.00390625
Rv2454c,Rv2454c,NA,1119,-0.62890625,-0.66796875,-0.0390625
Rv2455c,Rv2455c,NA,1959,-0.64453125,-0.6875,-0.04296875
Rv2456c,Rv2456c,NA,1254,-0.66015625,-0.65234375,0.0078125
Rv2457c,Rv2457c,clpX,1278,-0.6328125,-0.67578125,-0.04296875
Rv2458,Rv2458,mmuM,906,-0.63671875,-0.64453125,-0.0078125
Rv2459,Rv2459,NA,1524,-0.63671875,-0.59765625,0.0390625
Rv2460c,Rv2460c,clpP2,642,-0.640625,-0.6796875,-0.0390625
Rv2461c,Rv2461c,clpP1,600,-0.66796875,-0.69921875,-0.03125
Rv2462c,Rv2462c,tig,1398,-0.6328125,-0.65234375,-0.01953125
Rv2463,Rv2463,lipP,1182,-0.53515625,-0.56640625,-0.03125
Rv2464c,Rv2464c,NA,804,-0.51171875,-0.546875,-0.03515625
Rv2465c,Rv2465c,rpiB,486,-0.546875,-0.58203125,-0.03515625
Rv2466c,Rv2466c,NA,621,-0.53125,-0.5625,-0.03125
Rv2467,Rv2467,pepN,2583,-0.5546875,-0.62109375,-0.06640625
Rv2468c,Rv2468c,NA,501,-0.61328125,-0.6328125,-0.01953125
Rv2468A,Rv2468A,NA,231,-0.63671875,-0.66015625,-0.0234375
Rv2469c,Rv2469c,NA,666,-0.65234375,-0.671875,-0.01953125
Rv2470,Rv2470,glbO,384,-0.625,-0.6484375,-0.0234375
Rv2471,Rv2471,aglA,1638,-0.59375,-0.6171875,-0.0234375
Rv2472,Rv2472,NA,291,-0.64453125,-0.6328125,0.01171875
Rv2473,Rv2473,NA,714,-0.609375,-0.58984375,0.01953125
Rv2474c,Rv2474c,NA,651,-0.6328125,-0.64453125,-0.01171875
Rv2475c,Rv2475c,NA,414,-0.65625,-0.6875,-0.03125
Rv2476c,Rv2476c,gdh,4872,-0.6171875,-0.66015625,-0.04296875
Rv2477c,Rv2477c,NA,1674,-0.6484375,-0.6953125,-0.046875
Rv2478c,Rv2478c,NA,483,-0.65234375,-0.63671875,0.015625
Rv2481c,Rv2481c,NA,321,-0.63671875,-0.62109375,0.015625
Rv2482c,Rv2482c,plsB2,2367,-0.64453125,-0.66015625,-0.015625
Rv2483c,Rv2483c,plsC,1740,-0.71484375,-0.73046875,-0.015625
Rv2484c,Rv2484c,NA,1473,-0.6875,-0.70703125,-0.01953125
Rv2485c,Rv2485c,lipQ,1263,-0.73828125,-0.7109375,0.02734375
Rv2486,Rv2486,echA14,768,-0.75390625,-0.75390625,0
Rv2487c,Rv2487c,PE_PGRS42,2082,-0.80859375,-0.7109375,0.09765625
Rv2488c,Rv2488c,NA,3411,-0.8359375,-0.7578125,0.078125
Rv2489c,Rv2489c,NA,297,-0.8203125,-0.80078125,0.01953125
Rv2490c,Rv2490c,PE_PGRS43,4980,-0.84765625,-0.65234375,0.1953125
Rv2490a,Rv2490a,NA,204,-0.8515625,-0.83984375,0.01171875
Rv2491,Rv2491,NA,621,-0.8203125,-0.78515625,0.03515625
Rv2492,Rv2492,NA,750,-0.8125,-0.765625,0.046875
Rv2493,Rv2493,vapB38,219,-0.8359375,-0.84765625,-0.01171875
Rv2494,Rv2494,vapC38,423,-0.82421875,-0.81640625,0.0078125
Rv2495c,Rv2495c,bkdC,1179,-0.796875,-0.78125,0.015625
Rv2496c,Rv2496c,bkdB,1044,-0.7578125,-0.77734375,-0.01953125
Rv2497c,Rv2497c,bkdA,1101,-0.71484375,-0.73046875,-0.015625
Rv2498c,Rv2498c,citE,819,-0.59765625,-0.61328125,-0.015625
Rv2499c,Rv2499c,NA,555,-0.578125,-0.609375,-0.03125
Rv2500c,Rv2500c,fadE19,1182,-0.546875,-0.59375,-0.046875
Rv2501c,Rv2501c,accA1,1962,-0.55078125,-0.5859375,-0.03515625
Rv2502c,Rv2502c,accD1,1587,-0.55859375,-0.61328125,-0.0546875
Rv2503c,Rv2503c,scoB,654,-0.60546875,-0.6328125,-0.02734375
Rv2504c,Rv2504c,scoA,744,-0.59765625,-0.625,-0.02734375
Rv2505c,Rv2505c,fadD35,1641,-0.5859375,-0.61328125,-0.02734375
Rv2506,Rv2506,NA,645,-0.609375,-0.625,-0.015625
Rv2507,Rv2507,NA,819,-0.62109375,-0.61328125,0.0078125
Rv2508c,Rv2508c,NA,1335,-0.65234375,-0.66796875,-0.015625
Rv2509,Rv2509,NA,804,-0.65234375,-0.6796875,-0.02734375
Rv2510c,Rv2510c,NA,1599,-0.7265625,-0.73828125,-0.01171875
Rv2511,Rv2511,orn,645,-0.73828125,-0.7578125,-0.01953125
Rv2512c,Rv2512c,NA,1245,-0.82421875,-0.82421875,0
Rv2512a,Rv2512a,NA,183,-0.890625,-0.87890625,0.01171875
Rv2513,Rv2513,NA,420,-0.87890625,-0.84375,0.03515625
Rv2514c,Rv2514c,NA,459,-0.87890625,-0.859375,0.01953125
Rv2515c,Rv2515c,NA,1245,-0.90625,-0.84765625,0.05859375
Rv2516c,Rv2516c,NA,801,-0.9453125,-0.87890625,0.06640625
Rv2517c,Rv2517c,NA,249,-0.98828125,-0.97265625,0.015625
Rv2518c,Rv2518c,ldtB,1224,-0.91015625,-0.89453125,0.015625
Rv2519,Rv2519,PE26,1476,-0.7734375,-0.70703125,0.06640625
Rv2520c,Rv2520c,NA,225,-0.70703125,-0.7109375,-0.00390625
Rv2521,Rv2521,bcp,471,-0.65234375,-0.67578125,-0.0234375
Rv2522c,Rv2522c,NA,1410,-0.58984375,-0.625,-0.03515625
Rv2523c,Rv2523c,acpS,390,-0.578125,-0.609375,-0.03125
Rv2524c,Rv2524c,fas,9207,-0.6015625,-0.67578125,-0.07421875
Rv2525c,Rv2525c,NA,720,-0.74609375,-0.7578125,-0.01171875
Rv2526,Rv2526,vapB17,225,-0.77734375,-0.78125,-0.00390625
Rv2527,Rv2527,vapC17,399,-0.78125,-0.765625,0.015625
Rv2528c,Rv2528c,mrr,918,-0.75,-0.7265625,0.0234375
Rv2529,Rv2529,NA,1389,-0.7734375,-0.7265625,0.046875
Rv2530c,Rv2530c,vapC39,417,-0.76171875,-0.7578125,0.00390625
Rv2530A,Rv2530A,vapB39,222,-0.76171875,-0.765625,-0.00390625
Rv2531c,Rv2531c,NA,2841,-0.6953125,-0.71875,-0.0234375
Rv2532c,Rv2532c,NA,399,-0.56640625,-0.5703125,-0.00390625
Rv2533c,Rv2533c,nusB,468,-0.55859375,-0.58203125,-0.0234375
Rv2534c,Rv2534c,efp,561,-0.5234375,-0.56640625,-0.04296875
Rv2535c,Rv2535c,pepQ,1116,-0.478515625,-0.52734375,-0.048828125
Rv2536,Rv2536,NA,690,-0.546875,-0.5546875,-0.0078125
Rv2537c,Rv2537c,aroD,441,-0.58203125,-0.60546875,-0.0234375
Rv2538c,Rv2538c,aroB,1086,-0.64453125,-0.671875,-0.02734375
Rv2539c,Rv2539c,aroK,528,-0.65625,-0.68359375,-0.02734375
Rv2540c,Rv2540c,aroF,1203,-0.6953125,-0.72265625,-0.02734375
Rv2541,Rv2541,NA,405,-0.734375,-0.71875,0.015625
Rv2542,Rv2542,NA,1209,-0.7578125,-0.703125,0.0546875
Rv2543,Rv2543,lppA,657,-0.84375,-0.8515625,-0.0078125
Rv2544,Rv2544,lppB,660,-0.8359375,-0.84765625,-0.01171875
Rv2545,Rv2545,vapB18,276,-0.859375,-0.8515625,0.0078125
Rv2546,Rv2546,vapC18,411,-0.859375,-0.84375,0.015625
Rv2547,Rv2547,vapB19,255,-0.86328125,-0.87109375,-0.0078125
Rv2548,Rv2548,vapC19,375,-0.86328125,-0.85546875,0.0078125
Rv2548A,Rv2548A,NA,372,-0.84765625,-0.83203125,0.015625
Rv2549c,Rv2549c,vapC20,393,-0.828125,-0.8203125,0.0078125
Rv2550c,Rv2550c,vapB20,243,-0.796875,-0.796875,0
Rv2551c,Rv2551c,NA,417,-0.75,-0.74609375,0.00390625
Rv2552c,Rv2552c,aroE,807,-0.734375,-0.75,-0.015625
Rv2553c,Rv2553c,NA,1251,-0.67578125,-0.6953125,-0.01953125
Rv2554c,Rv2554c,NA,510,-0.6328125,-0.6484375,-0.015625
Rv2555c,Rv2555c,alaS,2712,-0.609375,-0.6640625,-0.0546875
Rv2556c,Rv2556c,NA,387,-0.58203125,-0.6015625,-0.01953125
Rv2557,Rv2557,NA,672,-0.6328125,-0.6484375,-0.015625
Rv2558,Rv2558,NA,708,-0.65625,-0.671875,-0.015625
Rv2559c,Rv2559c,NA,1356,-0.6875,-0.72265625,-0.03515625
Rv2560,Rv2560,NA,975,-0.7421875,-0.70703125,0.03515625
Rv2563,Rv2563,NA,1047,-0.78515625,-0.78125,0.00390625
Rv2564,Rv2564,glnQ,990,-0.79296875,-0.79296875,0
Rv2565,Rv2565,NA,1749,-0.734375,-0.671875,0.0625
Rv2566,Rv2566,NA,3420,-0.63671875,-0.66796875,-0.03125
Rv2567,Rv2567,NA,2652,-0.62109375,-0.64453125,-0.0234375
Rv2568c,Rv2568c,NA,1023,-0.5625,-0.58984375,-0.02734375
Rv2569c,Rv2569c,NA,942,-0.6015625,-0.63671875,-0.03515625
Rv2570,Rv2570,NA,387,-0.625,-0.63671875,-0.01171875
Rv2571c,Rv2571c,NA,1065,-0.61328125,-0.5859375,0.02734375
Rv2572c,Rv2572c,aspS,1788,-0.66796875,-0.703125,-0.03515625
Rv2573,Rv2573,NA,738,-0.69921875,-0.7109375,-0.01171875
Rv2574,Rv2574,NA,501,-0.65625,-0.66015625,-0.00390625
Rv2575,Rv2575,NA,879,-0.6328125,-0.66015625,-0.02734375
Rv2576c,Rv2576c,NA,462,-0.60546875,-0.6015625,0.00390625
Rv2577,Rv2577,NA,1587,-0.61328125,-0.6328125,-0.01953125
Rv2578c,Rv2578c,NA,1020,-0.61328125,-0.64453125,-0.03125
Rv2579,Rv2579,dhaA,900,-0.6015625,-0.6171875,-0.015625
Rv2580c,Rv2580c,hisS,1269,-0.53515625,-0.58203125,-0.046875
Rv2581c,Rv2581c,NA,672,-0.53515625,-0.57421875,-0.0390625
Rv2582,Rv2582,ppiB,924,-0.5390625,-0.5703125,-0.03125
Rv2583c,Rv2583c,relA,2370,-0.5625,-0.63671875,-0.07421875
Rv2584c,Rv2584c,apt,669,-0.546875,-0.55078125,-0.00390625
Rv2585c,Rv2585c,NA,1671,-0.546875,-0.5703125,-0.0234375
Rv2586c,Rv2586c,secF,1326,-0.58203125,-0.61328125,-0.03125
Rv2587c,Rv2587c,secD,1719,-0.625,-0.671875,-0.046875
Rv2588c,Rv2588c,yajC,345,-0.56640625,-0.59375,-0.02734375
Rv2589,Rv2589,gabT,1347,-0.5859375,-0.625,-0.0390625
Rv2590,Rv2590,fadD9,3504,-0.58203125,-0.6015625,-0.01953125
Rv2591,Rv2591,PE_PGRS44,1629,-0.65234375,-0.609375,0.04296875
Rv2592c,Rv2592c,ruvB,1032,-0.6875,-0.72265625,-0.03515625
Rv2593c,Rv2593c,ruvA,588,-0.69140625,-0.71484375,-0.0234375
Rv2594c,Rv2594c,ruvC,564,-0.68359375,-0.703125,-0.01953125
Rv2595,Rv2595,vapB40,243,-0.6796875,-0.6953125,-0.015625
Rv2596,Rv2596,vapC40,402,-0.6875,-0.68359375,0.00390625
Rv2597,Rv2597,NA,618,-0.69140625,-0.69921875,-0.0078125
Rv2598,Rv2598,NA,492,-0.6640625,-0.66015625,0.00390625
Rv2599,Rv2599,NA,429,-0.6640625,-0.6640625,0
Rv2600,Rv2600,NA,399,-0.6796875,-0.6796875,0
Rv2601,Rv2601,speE,1569,-0.6484375,-0.65625,-0.0078125
Rv2601A,Rv2601A,vapB41,285,-0.67578125,-0.6796875,-0.00390625
Rv2602,Rv2602,vapC41,438,-0.66015625,-0.65625,0.00390625
Rv2603c,Rv2603c,NA,753,-0.65625,-0.6875,-0.03125
Rv2604c,Rv2604c,snoP,594,-0.66015625,-0.6875,-0.02734375
Rv2605c,Rv2605c,tesB2,843,-0.66796875,-0.69140625,-0.0234375
Rv2606c,Rv2606c,snzP,897,-0.67578125,-0.7109375,-0.03515625
Rv2607,Rv2607,pdxH,672,-0.64453125,-0.65234375,-0.0078125
Rv2608,Rv2608,PPE42,1740,-0.60546875,-0.578125,0.02734375
Rv2609c,Rv2609c,NA,1053,-0.609375,-0.625,-0.015625
Rv2610c,Rv2610c,pimA,1134,-0.59375,-0.62890625,-0.03515625
Rv2611c,Rv2611c,NA,948,-0.609375,-0.62890625,-0.01953125
Rv2612c,Rv2612c,pgsA1,651,-0.59765625,-0.62890625,-0.03125
Rv2613c,Rv2613c,NA,585,-0.58984375,-0.625,-0.03515625
Rv2614c,Rv2614c,thrS,2076,-0.6171875,-0.66796875,-0.05078125
Rv2614A,Rv2614A,NA,225,-0.65625,-0.6484375,0.0078125
Rv2615c,Rv2615c,PE_PGRS45,1383,-0.66015625,-0.625,0.03515625
Rv2616,Rv2616,NA,498,-0.6953125,-0.69921875,-0.00390625
Rv2617c,Rv2617c,NA,438,-0.734375,-0.73828125,-0.00390625
Rv2618,Rv2618,NA,675,-0.75390625,-0.74609375,0.0078125
Rv2619c,Rv2619c,NA,351,-0.81640625,-0.82421875,-0.0078125
Rv2620c,Rv2620c,NA,423,-0.828125,-0.82421875,0.00390625
Rv2621c,Rv2621c,NA,672,-0.79296875,-0.78515625,0.0078125
Rv2622,Rv2622,NA,819,-0.81640625,-0.80078125,0.015625
Rv2623,Rv2623,TB31.7,891,-0.80078125,-0.78125,0.01953125
Rv2624c,Rv2624c,NA,816,-0.85546875,-0.82421875,0.03125
Rv2625c,Rv2625c,NA,1179,-0.8984375,-0.859375,0.0390625
Rv2626c,Rv2626c,hrp1,429,-0.92578125,-0.91796875,0.0078125
Rv2627c,Rv2627c,NA,1239,-0.90234375,-0.85546875,0.046875
Rv2628,Rv2628,NA,360,-0.94140625,-0.9140625,0.02734375
Rv2629,Rv2629,NA,1122,-0.9453125,-0.89453125,0.05078125
Rv2630,Rv2630,NA,537,-0.94921875,-0.90625,0.04296875
Rv2631,Rv2631,NA,1296,-0.9375,-0.90234375,0.03515625
Rv2632c,Rv2632c,NA,279,-0.95703125,-0.94140625,0.015625
Rv2633c,Rv2633c,NA,483,-0.94140625,-0.9140625,0.02734375
Rv2634c,Rv2634c,PE_PGRS46,2334,-0.87890625,-0.76171875,0.1171875
Rv2635,Rv2635,NA,240,-0.875,-0.859375,0.015625
Rv2636,Rv2636,NA,675,-0.8515625,-0.81640625,0.03515625
Rv2637,Rv2637,dedA,654,-0.8046875,-0.80078125,0.00390625
Rv2638,Rv2638,NA,444,-0.79296875,-0.78125,0.01171875
Rv2639c,Rv2639c,NA,330,-0.82421875,-0.828125,-0.00390625
Rv2640c,Rv2640c,NA,357,-0.8125,-0.81640625,-0.00390625
Rv2641,Rv2641,cadI,456,-0.82421875,-0.82421875,0
Rv2642,Rv2642,NA,378,-0.84375,-0.84765625,-0.00390625
Rv2643,Rv2643,arsC,1494,-0.83984375,-0.83203125,0.0078125
Rv2644c,Rv2644c,NA,315,-0.8046875,-0.7890625,0.015625
Rv2645,Rv2645,NA,429,-0.8125,-0.78515625,0.02734375
Rv2646,Rv2646,NA,996,-0.83203125,-0.78125,0.05078125
Rv2647,Rv2647,NA,462,-0.890625,-0.8515625,0.0390625
Rv2650c,Rv2650c,NA,1437,-0.9140625,-0.8359375,0.078125
Rv2651c,Rv2651c,NA,531,-0.93359375,-0.90625,0.02734375
Rv2652c,Rv2652c,NA,624,-0.9140625,-0.875,0.0390625
Rv2653c,Rv2653c,NA,321,-0.921875,-0.90234375,0.01953125
Rv2654c,Rv2654c,NA,243,-0.953125,-0.93359375,0.01953125
Rv2655c,Rv2655c,NA,1425,-0.99609375,-0.9140625,0.08203125
Rv2656c,Rv2656c,NA,390,-1.03125,-0.99609375,0.03515625
Rv2657c,Rv2657c,NA,258,-1.0078125,-0.99609375,0.01171875
Rv2658c,Rv2658c,NA,360,-0.9765625,-0.9453125,0.03125
Rv2659c,Rv2659c,NA,1125,-0.96484375,-0.91796875,0.046875
Rv2660c,Rv2660c,NA,225,-0.9375,-0.9296875,0.0078125
Rv2661c,Rv2661c,NA,387,-0.8984375,-0.87109375,0.02734375
Rv2662,Rv2662,NA,270,-0.9140625,-0.890625,0.0234375
Rv2663,Rv2663,NA,231,-0.890625,-0.890625,0
Rv2664,Rv2664,NA,252,-0.875,-0.8671875,0.0078125
Rv2665,Rv2665,NA,279,-0.86328125,-0.8515625,0.01171875
